Vissa EG-relaterade frågor ;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 3//RG|NOM//nummod//0
Vissa EG-relaterade frågor ;I//PP//case//1 mål//NN|NEU|SIN|IND|NOM//obl//2 C-267/99//NN|NEU|PLU|DEF|NOM//nsubj//4 Adam//PM|NOM//nsubj//2 gift//PC|PRF|UTR|SIN|IND|NOM//ROOT//4 Urbing//PM|NOM//obj//4 var//VB|PRT|AKT//cop//7 frågan//NN|UTR|SIN|DEF|NOM//ccomp//4 om//PP//case//9 tillämpning//NN|UTR|SIN|IND|NOM//nmod//7 av//PP//case//12 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//12 skattesats//NN|UTR|SIN|IND|NOM//nmod//9 för//PP//case//15 fria//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 yrken//NN|NEU|PLU|IND|NOM//nmod//12 enligt//PP//case//17 övergångsbestämmelse//NN|UTR|SIN|IND|NOM//nmod//9 i//PP//case//20 artikel//NN|UTR|SIN|IND|NOM//nmod//20 28.2//RG|NOM//nmod//17 .//MAD//punct//7
Vissa EG-relaterade frågor ;I//PP//case//23 målet//NN|NEU|SIN|DEF|NOM//obl//24 uttalade//VB|PRT|AKT//conj//4 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//24 att//SN//mark//32 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//32 enligt//PP//case//30 denna//DT|UTR|SIN|DEF//det//30 bestämmelse//NN|UTR|SIN|IND|NOM//nmod//27 var//VB|PRT|AKT//cop//32 behöriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl//25 att//IE//mark//34 fastställa//VB|INF|AKT//acl//32 och//KN//cc//36 definiera//VB|INF|AKT//conj//34 de//DT|UTR/NEU|PLU|DEF//det//38 transaktioner//NN|UTR|PLU|IND|NOM//obj//36 för//PP//case//40 vilka//HP|UTR/NEU|PLU|IND//obj//45 en//DT|UTR|SIN|IND//det//43 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//43 skattesats//NN|UTR|SIN|IND|NOM//nsubj//45 kan//VB|PRS|AKT//aux//45 gälla//VB|INF|AKT//acl:relcl//38 (//PAD//punct//45 p.//NN|AN//nmod//48 35//RG|NOM//appos//45 )//PAD//punct//24 .//MAD//punct//4
Vissa EG-relaterade frågor ;I//PP//case//52 punkt//NN|UTR|SIN|IND|NOM//nmod//53 36//RG|NOM//obl//4 sägs//VB|PRS|SFO//conj//4 vidare//AB|KOM//advmod//54 att//IE//punct//4
Vissa EG-relaterade frågor ;Medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//3 måste//VB|PRS|AKT//aux//3 dock//AB//advmod//3 iaktta//VB|INF|AKT//ROOT//3 principen//NN|UTR|SIN|DEF|NOM//obj//3 om//PP//case//6 skatteneutralitet//NN|UTR|SIN|IND|NOM//obl//3 när//HA//mark//9 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//9 utnyttjar//VB|PRS|AKT//advcl//3 denna//DT|UTR|SIN|DEF//det//11 behörighet//NN|UTR|SIN|IND|NOM//obj//9 .//MAD//punct//3
Vissa EG-relaterade frågor ;Denna//DT|UTR|SIN|DEF//det//14 princip//NN|UTR|SIN|IND|NOM//nsubj//15 utgör//VB|PRS|AKT//conj//3 hinder//NN|NEU|SIN|IND|NOM//obj//15 bland//PP//case//25 annat//PN|NEU|SIN|IND|SUB/OBJ//fixed//17 mot//PP//fixed//17 att//SN//mark//21 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 och//KN//cc//24 således//AB//advmod//24 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 varor//NN|UTR|PLU|IND|NOM//nmod//16 eller//KN//cc//27 tjänster//NN|UTR|PLU|IND|NOM//conj//25 behandlas//VB|PRS|SFO//advcl//15 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advmod//28 i//PP//case//31 mervärdesskattehänseende//NN|NEU|SIN|IND|NOM//obl//28 ,//MID//punct//28 varför//HA//advmod//35 nämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//35 varor//NN|UTR|PLU|IND|NOM//nsubj:pass//39 och//KN//cc//37 tjänster//NN|UTR|PLU|IND|NOM//conj//35 skall//VB|PRS|AKT//aux//39 beskattas//VB|INF|SFO//conj//15 med//PP//case//43 en//DT|UTR|SIN|IND//det//43 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//43 skattesats//NN|UTR|SIN|IND|NOM//obl//39 .//MAD//punct//3
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//3 därefter//AB//advmod//3 behandlat//VB|SUP|AKT//ROOT//3 skatteneutralitetsprincipen//NN|UTR|SIN|DEF|NOM//obj//3 i//PP//case//8 mål//NN|NEU|SIN|IND|NOM//nmod//7 C-384/01//PM|NOM//nmod//8 Kommissionen//NN|UTR|SIN|DEF|NOM//obl//3 mot//PP//case//10 Frankrike//PM|NOM//obl//3 .//MAD//punct//3
Vissa EG-relaterade frågor ;Av//PP//case//13 målet//NN|NEU|SIN|DEF|NOM//obl//14 framgår//VB|PRS|AKT//parataxis//3 att//SN//mark//17 Frankrike//PM|NOM//nsubj//17 tillämpade//VB|PRT|AKT//csubj//14 en//DT|UTR|SIN|IND//det//20 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 skattesats//NN|UTR|SIN|IND|NOM//obj//17 för//PP//case//22 tillhandahållandet//NN|NEU|SIN|DEF|NOM//obl//17 av//PP//case//24 abonnemang//NN|NEU|PLU|IND|NOM//nmod//22 (//PAD//punct//27 fasta//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 delen//NN|UTR|SIN|DEF|NOM//appos//24 )//PAD//punct//27 för//PP//advmod//17 el//NN|UTR|SIN|IND|NOM//fixed//29 och//KN//cc//32 naturgas//NN|UTR|SIN|IND|NOM//conj//29 medan//SN//mark//35 man//PN|UTR|SIN|IND|SUB//nsubj//35 tillämpade//VB|PRT|AKT//advcl//17 normalskattesatsen//NN|UTR|SIN|DEF|NOM//obj//35 på//PP//case//39 annat//JJ|POS|NEU|SIN|IND|NOM//amod//39 tillhandahållande//NN|NEU|SIN|IND|NOM//obl//35 av//PP//case//41 energi//NN|UTR|SIN|IND|NOM//nmod//39 (//PAD//punct//44 rörliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//44 delen//NN|UTR|SIN|DEF|NOM//appos//41 )//PAD//punct//14 .//MAD//punct//3
Vissa EG-relaterade frågor ;Utan//PP//mark//49 att//IE//mark//49 gå//VB|INF|AKT//conj//3 in//PL//compound:prt//49 för//AB//case//52 mycket//AB|POS//advmod//49 i//PP//case//54 detalj//NN|UTR|SIN|IND|NOM//obl//49 (//PAD//punct//57 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//57 ogillade//VB|PRT|AKT//parataxis//3 kommissionens//NN|UTR|SIN|DEF|GEN//nmod:poss//59 talan//NN|UTR|SIN|IND|NOM//obj//57 )//PAD//punct//57 är//VB|PRS|AKT//cop//63 några//DT|UTR/NEU|PLU|IND//det//63 uttalanden//NN|NEU|PLU|IND|NOM//obj//3 i//PP//case//65 domen//NN|UTR|SIN|DEF|NOM//nmod//63 av//PP//case//67 intresse//NN|NEU|SIN|IND|NOM//nmod//65 .//MAD//punct//3
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//70 konstaterar//VB|PRS|AKT//parataxis//3 först//AB//advmod//70 att//SN//mark//76 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//76 endast//AB//advmod//76 är//VB|PRS|AKT//cop//76 tillåtet//PC|PRF|NEU|SIN|IND|NOM//ccomp//70 att//IE//mark//78 införa//VB|INF|AKT//acl//76 och//KN//cc//80 bibehålla//VB|INF|AKT//conj//78 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//82 skattesatser//NN|UTR|PLU|IND|NOM//obj//78 som//HP|-|-|-//nsubj//85 är//VB|PRS|AKT//cop//85 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//82 än//KN//case//87 normalskattesatsen//NN|UTR|SIN|DEF|NOM//nmod//85 om//PP//case//89 principen//NN|UTR|SIN|DEF|NOM//nmod//87 om//PP//mark//93 skatteneutralitet//NN|NEU|SIN|DEF|NOM//nsubj:pass//93 inte//AB//advmod//93 åsidosätts//VB|PRS|SFO//advcl//85 .//MAD//punct//70
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//96 hänvisade//VB|PRT|AKT//parataxis//70 i//PP//case//99 denna//DT|UTR|SIN|DEF//det//99 del//NN|UTR|SIN|IND|NOM//obl//96 till//PP//case//101 mål//NN|NEU|SIN|IND|NOM//obl//96 C-481/98//MID//case//103 Kommissionen//NN|UTR|SIN|DEF|NOM//obl//96 mot//PP//case//105 Frankrike//PM|NOM//obl//96 .//MAD//punct//70
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//108 konstaterade//VB|PRT|AKT//parataxis//70 vidare//AB|KOM//advmod//108 (//PAD//punct//108 p.//NN|UTR|SIN|IND|NOM//nmod//112 26–29//RG|NOM//obl//108 )//PAD//punct//108 ://MAD//punct//70
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 emellertid//AB//advmod//4 inte//AB//advmod//4 visat//VB|SUP|AKT//ROOT//4 att//SN//mark//8 Republiken//PM|NOM//nmod//7 Frankrike//PM|NOM//nsubj//8 åsidosatt//VB|SUP|AKT//ccomp//4 nämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 princip//NN|UTR|SIN|IND|NOM//obj//8 genom//PP//mark//17 att//IE//mark//17 på//PP//case//16 ett//DT|NEU|SIN|IND//det//16 selektivt//JJ|POS|NEU|SIN|IND|NOM//amod//16 sätt//NN|NEU|SIN|IND|NOM//obl//17 tillämpa//VB|INF|AKT//acl//10 en//DT|UTR|SIN|IND//det//20 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//20 mervärdesskattesats//NN|UTR|SIN|IND|NOM//obj//17 på//PP//case//24 enbart//AB//advmod//23 ett//DT|NEU|SIN|IND//det//24 slag//NN|NEU|SIN|IND|NOM//obl//17 av//PP//case//26 tillhandahållande//NN|NEU|SIN|IND|NOM//nmod//24 av//PP//case//28 naturgas//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//30 elektricitet//NN|UTR|SIN|IND|NOM//conj//28 .//MAD//punct//4
Vissa EG-relaterade frågor ;I//PP//case//2 vart//DT|NEU|SIN|IND//det//2 fall//NN|NEU|SIN|IND|NOM//obl//3 framgår//VB|PRS|AKT//ROOT//3 inte//AB//advmod//3 av//PP//case//8 artikel//NN|UTR|SIN|IND|NOM//nmod//7 12.3//RG|NOM//nummod//8 b//NN|NEU|SIN|IND|NOM//obl//3 i//PP//case//11 sjätte//RO|NOM//amod//11 direktivet//NN|NEU|SIN|DEF|NOM//obl//3 att//SN//mark//18 den//DT|UTR|SIN|DEF//det//15 reducerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//15 skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//18 endast//AB//advmod//18 får//VB|PRS|AKT//aux//18 tillämpas//VB|INF|SFO//ccomp//3 om//SN//mark//21 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//21 tillämpas//VB|PRS|SFO//advcl//18 på//PP//case//24 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//24 slag//NN|NEU|PLU|IND|NOM//obl//21 av//PP//case//26 tillhandahållande//NN|NEU|SIN|IND|NOM//nmod//24 av//PP//case//28 naturgas//NN|UTR|SIN|IND|NOM//nmod//26 och//KN//cc//30 elektricitet//NN|UTR|SIN|IND|NOM//conj//28 .//MID//punct//3
Vissa EG-relaterade frågor ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//35 är//VB|PRS|AKT//cop//35 visserligen//AB//advmod//35 riktigt//JJ|POS|NEU|SIN|IND|NOM//parataxis//3 att//SN//mark//37 bestämd//PC|PRF|UTR|SIN|IND|NOM//amod//38 artikel//NN|UTR|SIN|IND|NOM//nsubj:pass//50 (//PAD//punct//41 aux//UO//nmod:poss//41 fournitures//NN|UTR|SIN|IND|GEN//appos//38 (//PAD//punct//41 tillhandahållande//NN|NEU|SIN|IND|NOM//acl//41 i//PP//case//47 den//DT|UTR|SIN|DEF//det//47 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 versionen//NN|UTR|SIN|DEF|NOM//obl//43 )//PAD//punct//41 )//PAD//punct//38 används//VB|PRS|SFO//csubj//35 i//PP//case//54 den//DT|UTR|SIN|DEF//det//54 franska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//54 versionen//NN|UTR|SIN|DEF|NOM//obl//50 av//PP//case//56 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//54 .//MAD//punct//35
Vissa EG-relaterade frågor ;En//DT|UTR|SIN|IND//det//59 jämförelse//NN|UTR|SIN|IND|NOM//nsubj//64 av//PP//case//63 de//DT|UTR/NEU|PLU|DEF//det//63 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 språkversionerna//NN|UTR|PLU|DEF|NOM//nmod//59 utvisar//VB|PRS|AKT//conj//35 emellertid//AB//advmod//64 att//SN//mark//69 obestämd//JJ|POS|UTR|SIN|IND|NOM//amod//68 artikel//NN|UTR|SIN|IND|NOM//nsubj:pass//69 används//VB|PRS|SFO//advcl//64 i//PP//case//72 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 språkversioner//NN|UTR|PLU|IND|NOM//obl//69 ,//MID//punct//76 och//KN//cc//76 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//76 finner//VB|PRS|AKT//conj//64 att//SN//mark//80 denna//DT|UTR|SIN|DEF//det//79 jämförelse//NN|UTR|SIN|IND|NOM//nsubj//80 tyder//VB|PRS|AKT//ccomp//76 på//PP//mark//85 att//SN//mark//85 bestämmelsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//85 skall//VB|PRS|AKT//aux//85 tolkas//VB|INF|SFO//advcl//80 så//AB//advmod//85 ,//MID//punct//85 att//SN//mark//92 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//92 inte//AB//advmod//92 är//VB|PRS|AKT//cop//92 förbjudet//PC|PRF|NEU|SIN|IND|NOM//advcl//85 att//IE//mark//94 tillämpa//VB|INF|AKT//csubj//92 den//DT|UTR|SIN|DEF//det//97 reducerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//97 skattesatsen//NN|UTR|SIN|DEF|NOM//obj//94 på//PP//case//101 ett//DT|NEU|SIN|IND//det//101 selektivt//JJ|POS|NEU|SIN|IND|NOM//amod//101 sätt//NN|NEU|SIN|IND|NOM//obl//94 om//SN//mark//105 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//105 inte//AB//advmod//105 föreligger//VB|PRS|AKT//acl//101 någon//DT|UTR|SIN|IND//det//107 risk//NN|UTR|SIN|IND|NOM//obj//105 för//PP//mark//111 att//SN//mark//111 skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//111 snedvrider//VB|PRS|AKT//acl//107 konkurrensen//NN|UTR|SIN|DEF|NOM//obj//111 .//MAD//punct//35
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//2 reducerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//2 skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//7 är//VB|PRS|AKT//cop//7 för//PP//advmod//7 övrigt//JJ|POS|NEU|SIN|IND|NOM//fixed//4 ett//DT|NEU|SIN|IND//det//7 undantag//NN|NEU|SIN|IND|NOM//ROOT//7 .//MAD//punct//7
Vissa EG-relaterade frågor ;Att//SN//mark//12 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//12 endast//AB//advmod//12 tillämpas//VB|INF|SFO//acl//7 på//PP//case//17 konkreta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 och//KN//cc//16 specifika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//14 tjänste-//NN|UTR|-|-|SMS//obl//12 och//KN//cc//19 varuslag//NN|NEU|PLU|IND|NOM//conj//17 ,//MID//punct//24 såsom//KN//advmod//24 på//PP//case//24 det//DT|NEU|SIN|DEF//det//24 abonnemang//NN|NEU|SIN|IND|NOM//obl//12 som//HP|-|-|-//nsubj//26 ger//VB|PRS|AKT//acl:relcl//24 abonnenterna//NN|UTR|PLU|DEF|NOM//iobj//26 rätt//NN|UTR|SIN|IND|NOM//obj//26 till//PP//case//32 en//DT|UTR|SIN|IND//det//32 minimikvantitet//NN|UTR|SIN|IND|NOM//amod//32 elektricitet//NN|UTR|SIN|IND|NOM//obl//26 ,//MID//punct//7 står//VB|PRS|AKT//conj//7 således//AB//advmod//34 i//PP//case//37 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//34 med//PP//case//39 principen//NN|UTR|SIN|DEF|NOM//nmod//37 om//PP//mark//46 att//SN//mark//46 undantag//NN|NEU|PLU|IND|NOM//nsubj:pass//46 och//KN//cc//44 avvikelser//NN|UTR|PLU|IND|NOM//conj//42 skall//VB|PRS|AKT//aux//46 tolkas//VB|INF|SFO//advcl//34 restriktivt//AB|POS//advmod//46 .//MAD//punct//7
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//4 har//VB|PRS|AKT//aux//4 således//AB//advmod//4 inte//AB//advmod//4 visat//VB|SUP|AKT//ROOT//4 att//SN//mark//24 tillämpningen//NN|UTR|SIN|DEF|NOM//nsubj//24 av//PP//case//10 en//DT|UTR|SIN|IND//det//10 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//10 skattesats//NN|UTR|SIN|IND|NOM//nmod//6 på//PP//case//13 enbart//AB//advmod//13 abonnemanget//NN|NEU|SIN|DEF|NOM//nmod//10 ,//MID//punct//16 som//HP|-|-|-//nsubj//16 ger//VB|PRS|AKT//acl:relcl//6 abonnenterna//NN|UTR|PLU|DEF|NOM//iobj//16 rätt//NN|UTR|SIN|IND|NOM//obj//16 till//PP//case//22 en//DT|UTR|SIN|IND//det//22 minimikvantitet//NN|UTR|SIN|IND|NOM//amod//22 elektricitet//NN|UTR|SIN|IND|NOM//obl//16 ,//MID//punct//24 förutsätter//VB|PRS|AKT//ccomp//4 att//SN//mark//29 denna//DT|UTR|SIN|DEF//det//28 reducerade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//28 skattesats//NN|UTR|SIN|IND|NOM//nsubj:pass//29 tillämpas//VB|PRS|SFO//ccomp//24 på//PP//case//32 samtliga//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//32 slag//NN|NEU|PLU|IND|NOM//obl//29 av//PP//case//34 tillhandahållanden//NN|NEU|PLU|IND|NOM//nmod//32 av//PP//case//36 energi//NN|UTR|SIN|IND|NOM//nmod//34 .//MAD//punct//4
Vissa EG-relaterade frågor ;I//PP//case//1 domen//NN|UTR|SIN|DEF|NOM//obl//2 uttalas//VB|PRS|SFO//ROOT//2 tydligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//2 än//KN//mark//5 tidigare//AB|KOM//advcl//2 att//SN//mark//18 ett//DT|NEU|SIN|IND//det//8 förbud//NN|NEU|SIN|IND|NOM//nsubj//18 mot//PP//mark//11 att//IE//mark//11 tillämpa//VB|INF|AKT//acl//8 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 skattesatser//NN|UTR|PLU|IND|NOM//obj//11 på//PP//case//16 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//16 varor//NN|UTR|PLU|IND|NOM//obl//11 enbart//AB//advmod//18 föreligger//VB|PRS|AKT//advcl//2 om//SN//mark//21 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 finns//VB|PRS|SFO//advcl//18 en//DT|UTR|SIN|IND//det//23 risk//NN|UTR|SIN|IND|NOM//nsubj//21 för//PP//mark//27 att//SN//mark//27 tillämpningen//NN|UTR|SIN|DEF|NOM//nsubj//27 snedvrider//VB|PRS|AKT//advcl//21 konkurrensen//NN|UTR|SIN|DEF|NOM//obj//27 .//MAD//punct//2
Vissa EG-relaterade frågor ;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//33 bör//VB|PRS|AKT//aux//33 också//AB//advmod//33 noteras//VB|INF|SFO//parataxis//2 att//SN//mark//36 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//36 uttalade//VB|PRT|AKT//advcl//33 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//36 om//PP//mark//45 att//SN//mark//45 en//DT|UTR|SIN|IND//det//42 selektiv//JJ|POS|UTR|SIN|IND|NOM//amod//42 tillämpning//NN|UTR|SIN|IND|NOM//nsubj//45 av//PP//case//44 reduceringsregeln//NN|UTR|SIN|DEF|NOM//nmod//42 står//VB|PRS|AKT//ccomp//36 i//PP//case//47 överensstämmelse//NN|UTR|SIN|IND|NOM//obl//45 med//PP//case//49 principen//NN|UTR|SIN|DEF|NOM//nmod//47 om//PP//mark//60 att//SN//mark//60 undantag//NN|NEU|SIN|IND|NOM//nsubj:pass//60 (//PAD//punct//52 från//PP//case//57 den//DT|UTR|SIN|DEF//det//57 generella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//57 skattesatsen//NN|UTR|SIN|DEF|NOM//nmod//52 )//PAD//punct//52 skall//VB|PRS|AKT//aux//60 tolkas//VB|INF|SFO//advcl//45 restriktivt//AB|POS//advmod//60 .//MAD//punct//33
Vissa EG-relaterade frågor ;Det//DT|NEU|SIN|DEF//det//65 sistnämnda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//65 uttalandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//70 måste//VB|PRS|AKT//aux//70 först//AB//advmod//70 och//KN//cc//70 främst//AB|SUV//advmod//70 tolkas//VB|INF|SFO//parataxis//33 som//KN//mark//75 att//SN//mark//75 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//75 är//VB|PRS|AKT//cop//75 klart//JJ|POS|NEU|SIN|IND|NOM//advcl//70 att//SN//mark//78 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//78 går//VB|PRS|AKT//ccomp//75 att//IE//mark//80 välja//VB|INF|AKT//csubj//78 ut//PL//compound:prt//80 en//DT|UTR|SIN|IND//det//84 viss//JJ|POS|UTR|SIN|IND|NOM//amod//84 vara//NN|UTR|SIN|IND|NOM//obj//80 ///MID//cc//86 tjänst//NN|UTR|SIN|IND|NOM//obl//80 och//KN//cc//88 tillämpa//VB|INF|AKT//conj//78 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//90 skattesats//NN|UTR|SIN|IND|NOM//obj//88 på//PP//case//92 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//88 .//MAD//punct//2
Vissa EG-relaterade frågor ;Uttalanden//NN|NEU|PLU|IND|NOM//nsubj:pass//101 kan//VB|PRS|AKT//aux//101 kanske//AB//advmod//101 även//AB//advmod//101 i//PP//case//100 viss//JJ|POS|UTR|SIN|IND|NOM//amod//100 mån//NN|UTR|SIN|IND|NOM//obl//101 ses//VB|INF|SFO//parataxis//2 som//KN//mark//106 om//SN//fixed//102 att//SN//mark//106 domstolen//NN|UTR|SIN|DEF|NOM//nsubj//106 ser//VB|PRS|AKT//advcl//101 positivt//AB|POS//obj//106 på//PP//case//111 en//DT|UTR|SIN|IND//det//111 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//111 behandling//NN|UTR|SIN|IND|NOM//obl//106 .//MAD//punct//2
Vissa EG-relaterade frågor ;I//PP//case//3 mål//NN|NEU|SIN|IND|NOM//nmod//2 nr//NN|AN//nmod//3 C-109/02//RG|NOM//obl//5 var//VB|PRT|AKT//cop//5 frågan//NN|UTR|SIN|DEF|NOM//nsubj//8 om//SN//case//7 Tyskland//PM|NOM//nmod//5 gjort//VB|SUP|AKT//ROOT//8 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//8 skyldig//JJ|POS|UTR|SIN|IND|NOM//xcomp//8 till//PP//case//12 fördragsbrott//NN|NEU|SIN|IND|NOM//obl//10 genom//PP//mark//15 att//IE//mark//15 tillämpa//VB|INF|AKT//advcl//10 en//DT|UTR|SIN|IND//det//18 reducerad//PC|PRF|UTR|SIN|IND|NOM//amod//18 skattesats//NN|UTR|SIN|IND|NOM//obj//15 på//PP//case//20 tjänster//NN|UTR|PLU|IND|NOM//obl//15 som//KN//obl//23 musikensembler//NN|UTR|PLU|IND|NOM//nsubj//23 tillhandahåller//VB|PRS|AKT//acl:relcl//20 direkt//AB|POS//advmod//23 till//PP//case//26 allmänheten//NN|UTR|SIN|DEF|NOM//obl//23 eller//KN//cc//30 via//PP//case//30 en//DT|UTR|SIN|IND//det//30 konsertarrangör//NN|UTR|SIN|IND|NOM//conj//26 och//KN//cc//33 på//PP//case//33 tjänster//NN|UTR|PLU|IND|NOM//conj//30 som//HP|-|-|-//obl//36 solister//NN|UTR|PLU|IND|NOM//nsubj//36 tillhandahåller//VB|PRS|AKT//acl:relcl//33 direkt//AB|POS//advmod//36 till//PP//case//39 allmänheten//NN|UTR|SIN|DEF|NOM//obl//36 ,//MID//punct//45 medan//SN//mark//45 grundskattesatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//45 för//PP//case//44 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//42 tillämpas//VB|PRS|SFO//advcl//15 på//PP//case//47 tjänster//NN|UTR|PLU|IND|NOM//obl//45 som//HP|-|-|-//nsubj:pass//49 tillhandahålls//VB|PRS|SFO//acl:relcl//47 av//PP//case//51 solister//NN|UTR|PLU|IND|NOM//obl:agent//49 som//HP|-|-|-//nsubj//53 arbetar//VB|PRS|AKT//acl:relcl//51 för//PP//case//56 en//DT|UTR|SIN|IND//det//56 musikarrangör//NN|UTR|SIN|IND|NOM//obl//53 .//MAD//punct//8
Vissa EG-relaterade frågor ;Frågan//NN|UTR|SIN|DEF|NOM//nsubj//67 om//PP//case//60 skatteneutralitetsprincipen//NN|UTR|SIN|DEF|NOM//nmod//58 vid//PP//case//62 tillämpning//NN|UTR|SIN|IND|NOM//nmod//60 av//PP//case//66 dessa//DT|UTR/NEU|PLU|DEF//det//66 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 skattesatser//NN|UTR|PLU|IND|NOM//nmod//62 uppkom//VB|PRT|AKT//parataxis//8 .//MAD//punct//8
